Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses,Home Glicko Mu,Away Glicko Mu,Home Glicko Sigma,Away Glicko Sigma,Home Glicko Phi,Away Glicko Phi,Home Elo,Away Elo
200810280CHI,https://www.basketball-reference.com/boxscores/pbp/200810280CHI.html,Chicago Bulls,Milwaukee Bucks,CHI,MIL,Drew Gooden,Andrew Bogut,Michael Redd,MIL,CHI,,,MIL,CHI,Andrew Bogut,/players/b/bogutan01.html,Drew Gooden,/players/g/goodedr01.html,1.0,24.262834512874313,24.13543204487986,1.3463927866506376,0.8614280191657226,39,151,17,68,22,82,1671.5145915434616,1658.9938126258921,0.6082350680861076,0.6201090593730101,209.88545068926726,243.73621677667717,1208.4623011873946,1247.1045145323524
200810280LAL,https://www.basketball-reference.com/boxscores/pbp/200810280LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,A. Bynum,G. Oden,P. Gasol,LAL,POR,D. Fisher,/players/f/fishede01.html,LAL,POR,A. Bynum,/players/b/bynuman01.html,G. Oden,/players/o/odengr01.html,1.0,24.247698977682422,25.0,1.016011744294545,8.333333333333334,77,0,39,0,39,1,1500.5304624627008,1500.0,0.6058193467561586,0.6,222.6159992372591,500.0,1219.790423589978,1200.0
200810290PHI,https://www.basketball-reference.com/boxscores/pbp/200810290PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,S. Dalembert,C. Bosh,T. Young,PHI,TOR,T. Young,/players/y/youngth01.html,PHI,TOR,S. Dalembert,/players/d/dalemsa01.html,C. Bosh,/players/b/boshch01.html,1.0,25.981273216972244,24.5435373087395,0.8256178453843821,0.8241804702578517,336,352,201,194,136,159,1805.506235082116,1513.063110718071,0.6875858325524922,0.6694678487542995,252.75418995641925,289.5344060263671,1315.3029371907185,1242.6170381515785
200810290WAS,https://www.basketball-reference.com/boxscores/pbp/200810290WAS.html,Washington Wizards,New Jersey Nets,WAS,NJN,E. Thomas,J. Boone,Y. Jianlian,WAS,NJN,C. Butler,/players/b/butleca01.html,NJN,WAS,E. Thomas,/players/t/thomaet01.html,J. Boone,/players/b/boonejo01.html,0.0,23.431494296001794,23.302597677787084,1.0647339229276322,1.5284805514753335,69,29,32,13,37,18,1362.5266954249175,1484.4771469357681,0.609777684662389,0.6080022392936274,227.72818077904827,222.84110978752128,1203.1678328069154,1194.5364259345747
200810290ORL,https://www.basketball-reference.com/boxscores/pbp/200810290ORL.html,Orlando Magic,Atlanta Hawks,ORL,ATL,D. Howard,A. Horford,J. Johnson,ORL,ATL,M. Piétrus,/players/p/pietrmi01.html,ATL,ORL,D. Howard,/players/h/howardw01.html,A. Horford,/players/h/horfoal01.html,0.0,26.94985986804115,21.719780247363204,0.8392795039091768,4.220252287114681,284,3,175,1,112,3,2003.4778529121481,1504.857531152371,0.6363472119986898,0.6010925061917346,269.8148186297854,258.0196198606762,1369.0861127873661,1195.5772206212393
200810290NYK,https://www.basketball-reference.com/boxscores/pbp/200810290NYK.html,New York Knicks,Miami Heat,NYK,MIA,D. Lee,U. Haslem,M. Beasley,MIA,NYK,M. Chalmers,/players/c/chalmma01.html,MIA,NYK,U. Haslem,/players/h/hasleud01.html,D. Lee,/players/l/leeda02.html,1.0,19.24087956774883,13.321398653980543,3.6948839511763714,4.5592815259640425,6,6,1,0,5,5,1336.0787071901404,775.4479792635185,0.6001147451208243,0.6004604137919115,252.6485611277128,392.2494602991208,1188.2712203124208,1176.2651510913577
200810290SAS,https://www.basketball-reference.com/boxscores/pbp/200810290SAS.html,San Antonio Spurs,Phoenix Suns,SAS,PHO,T. Duncan,S. O'Neal,T. Duncan,PHO,SAS,M. Barnes,/players/b/barnema02.html,SAS,PHO,S. O'Neal,/players/o/onealsh01.html,T. Duncan,/players/d/duncati01.html,0.0,25.668863486861323,30.07941581591512,0.8217403916589926,0.8666056427908315,285,835,158,631,128,205,1780.0540490879087,1958.7064396874744,0.6528525465739101,0.7880731796230889,248.30013794394927,320.31763189444763,1303.2250155328754,1506.0424669693155
200810290OKC,https://www.basketball-reference.com/boxscores/pbp/200810290OKC.html,Oklahoma City Thunder,Milwaukee Bucks,OKC,MIL,J. Petro,A. Bogut,A. Bogut,OKC,MIL,N. Collison,/players/c/collini01.html,MIL,OKC,J. Petro,/players/p/petrojo01.html,A. Bogut,/players/b/bogutan01.html,0.0,22.233133566429753,24.230201560183627,1.022839363118532,0.8603730348863668,81,151,30,69,51,83,1393.6702374822632,1783.4996153206234,0.612205226819298,0.6199472827340294,224.796554734588,224.639753137156,1169.3900298660333,1251.5506901312974
200810290MIN,https://www.basketball-reference.com/boxscores/pbp/200810290MIN.html,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,A. Jefferson,S. Hawes,S. Hawes,SAC,MIN,B. Udrih,/players/u/udrihbe01.html,SAC,MIN,S. Hawes,/players/h/hawessp01.html,A. Jefferson,/players/j/jeffeal01.html,1.0,23.761365040969583,25.0,0.9594167203921649,8.333333333333334,95,1,44,0,51,0,1628.8167989742071,1500.0,0.6170887551064119,0.6,244.3413138652344,500.0,1211.782458375418,1200.0
200810290DET,https://www.basketball-reference.com/boxscores/pbp/200810290DET.html,Detroit Pistons,Indiana Pacers,DET,IND,A. Johnson,R. Nesterović,C. Billups,DET,IND,C. Billups,/players/b/billuch01.html,DET,IND,A. Johnson,/players/j/johnsam01.html,R. Nesterović,/players/n/nestera01.html,1.0,25.0,24.445543398279334,8.333333333333334,0.8345596801822163,0,178,0,93,0,86,1500.0,1100.5454427201266,0.6,0.6450803105448378,500.0,231.66224177027766,1200.0,1218.913030340885
200810290HOU,https://www.basketball-reference.com/boxscores/pbp/200810290HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,Y. Ming,D. Miličić,M. World Peace,HOU,MEM,L. Scola,/players/s/scolalu01.html,HOU,MEM,Y. Ming,/players/m/mingya01.html,D. Miličić,/players/m/milicda01.html,1.0,23.243975585879237,23.40313548494237,0.8263416982717194,1.3774351516067407,310,37,126,17,184,21,1874.291350831402,1500.4495105078586,0.6345657923538001,0.6026894842283977,237.1367410120941,213.509317864005,1207.5241191255625,1203.964991812582
200810290UTA,https://www.basketball-reference.com/boxscores/pbp/200810290UTA.html,Utah Jazz,Denver Nuggets,UTA,DEN,M. Okur,N. Hilário,C. Boozer,UTA,DEN,R. Price,/players/p/pricero01.html,UTA,DEN,M. Okur,/players/o/okurme01.html,N. Hilário,/players/h/hilarne01.html,1.0,23.106363677993667,22.762451611504268,0.8293088054847582,1.0851809356615618,217,64,92,29,125,37,1357.9706310615327,1245.1470143883964,0.6602144604480213,0.6034074061062522,247.8434522200269,212.68800278738013,1190.6373489081354,1179.2392520115961
200810290LAC,https://www.basketball-reference.com/boxscores/pbp/200810290LAC.html,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,C. Kaman,A. Bynum,P. Gasol,LAL,LAC,D. Fisher,/players/f/fishede01.html,LAL,LAC,A. Bynum,/players/b/bynuman01.html,C. Kaman,/players/k/kamanch01.html,1.0,22.885144169633893,24.331756597611058,0.8248595376370483,1.0162488540976362,288,79,107,40,182,39,1469.718050260507,1581.8809863684182,0.6660256256073319,0.6057800433570547,213.33290776281032,230.34097115004448,1188.759130249658,1224.5059241297488
200810290GSW,https://www.basketball-reference.com/boxscores/pbp/200810290GSW.html,Golden State Warriors,New Orleans Hornets,GSW,NOH,A. Biedriņš,T. Chandler,P. Stojaković,NOH,GSW,C. Paul,/players/p/paulch01.html,NOH,GSW,T. Chandler,/players/c/chandty01.html,A. Biedriņš,/players/b/biedran01.html,1.0,22.176445643114384,25.30014211274516,0.896735334569654,0.8200882468327038,134,325,53,182,82,142,1428.57844170422,1701.9365992917906,0.6265095482253599,0.6609942213261555,248.38087481887646,233.20646750344062,1153.5979077134814,1279.3189115743598
200810300CLE,https://www.basketball-reference.com/boxscores/pbp/200810300CLE.html,Cleveland Cavaliers,Charlotte Bobcats,CLE,CHA,Z. Ilgauskas,E. Okafor,J. Richardson,CLE,CHA,B. Wallace,/players/w/wallabe01.html,CHA,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,E. Okafor,/players/o/okafoem01.html,0.0,26.45430574452763,22.335516038340234,0.8299799163298024,0.8354143149502133,641,232,471,83,170,150,1498.6862217416824,1618.5994142951856,0.7137845600251588,0.6190125896779145,226.30795778322744,205.14450970045743,1331.261348224795,1159.3970842008825
200810300DAL,https://www.basketball-reference.com/boxscores/pbp/200810300DAL.html,Dallas Mavericks,Houston Rockets,DAL,HOU,E. Dampier,Y. Ming,J. Howard,DAL,HOU,D. Nowitzki,/players/n/nowitdi01.html,DAL,HOU,E. Dampier,/players/d/dampier01.html,Y. Ming,/players/m/mingya01.html,1.0,26.251719174493854,23.331567250620594,0.8280557303979442,0.8260429207867547,613,311,367,127,247,185,1687.7037387906284,1913.6999063696685,0.7009437890776751,0.6342159859447863,224.6121804084271,239.5458852274609,1317.626954684227,1212.4729009578073
200810300PHO,https://www.basketball-reference.com/boxscores/pbp/200810300PHO.html,Phoenix Suns,New Orleans Hornets,PHO,NOH,S. O'Neal,H. Armstrong,P. Stojaković,PHO,NOH,M. Barnes,/players/b/barnema02.html,NOH,PHO,S. O'Neal,/players/o/onealsh01.html,H. Armstrong,/players/a/armsthi01.html,0.0,30.128938423144845,21.443867839393107,0.8668041910243856,4.651838373467488,835,3,632,1,205,3,2069.333627529112,1529.8564971081878,0.7874031426446289,0.5999452151820842,281.6834713339176,272.2673756685975,1508.415518560601,1196.8058989161445
200810310PHI,https://www.basketball-reference.com/boxscores/pbp/200810310PHI.html,Philadelphia 76ers,New York Knicks,PHI,NYK,S. Dalembert,D. Lee,E. Brand,PHI,NYK,A. Iguodala,/players/i/iguodan01.html,PHI,NYK,S. Dalembert,/players/d/dalemsa01.html,D. Lee,/players/l/leeda02.html,1.0,26.05313344847108,17.185063969708715,0.8256149491630929,3.422287602454995,337,6,202,1,136,6,1865.2570917550754,1119.870193050171,0.6871606692209244,0.6011683919625024,250.57546823236285,260.61752671909204,1319.2719012652803,1183.0985078291487
200810310TOR,https://www.basketball-reference.com/boxscores/pbp/200810310TOR.html,Toronto Raptors,Golden State Warriors,TOR,GSW,C. Bosh,A. Biedriņš,A. Harrington,TOR,GSW,J. Moon,/players/m/moonja01.html,GSW,TOR,C. Bosh,/players/b/boshch01.html,A. Biedriņš,/players/b/biedran01.html,0.0,24.471924551105815,22.110731966278575,0.8242065557889444,0.8958763405476348,353,134,194,53,159,83,1443.29267511516,1369.6197464892625,0.6690563519952182,0.6261342691026458,270.75227265062483,240.5862968009972,1238.6480740770164,1150.332138522274
200810310MIA,https://www.basketball-reference.com/boxscores/pbp/200810310MIA.html,Miami Heat,Sacramento Kings,MIA,SAC,U. Haslem,S. Hawes,U. Haslem,SAC,MIA,B. Udrih,/players/u/udrihbe01.html,MIA,SAC,S. Hawes,/players/h/hawessp01.html,U. Haslem,/players/h/hasleud01.html,0.0,16.451076083074593,29.818644375872598,4.03504237193371,6.513364987065989,7,2,1,1,6,0,1332.4747997855209,1840.334292009878,0.6019829983148777,0.5999384300051496,366.1044573360746,341.2551615955262,1181.4378635746298,1205.1694982331974
200810310BOS,https://www.basketball-reference.com/boxscores/pbp/200810310BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,K. Perkins,D. Gooden,R. Rondo,BOS,CHI,R. Rondo,/players/r/rondora01.html,BOS,CHI,K. Perkins,/players/p/perkike01.html,D. Gooden,/players/g/goodedr01.html,1.0,22.406674566850004,24.03258995385249,0.8434032034276979,1.3296638738688709,196,39,72,17,125,23,1592.5387213708539,1570.9821364381526,0.6344099434271143,0.6081263670323883,231.17545023388348,207.20889841142045,1163.5091833789238,1204.0161255884498
200810310MEM,https://www.basketball-reference.com/boxscores/pbp/200810310MEM.html,Memphis Grizzlies,Orlando Magic,MEM,ORL,M. Gasol,D. Howard,M. Conley,MEM,ORL,D. Arthur,/players/a/arthuda01.html,MEM,ORL,M. Gasol,/players/g/gasolma01.html,D. Howard,/players/h/howardw01.html,1.0,25.0,26.988984622833655,8.333333333333334,0.8409817154532673,0,285,0,176,0,113,1500.0,2035.741164076594,0.6,0.6361058308496453,500.0,272.01322628428056,1200.0,1371.7778919724126
200810310LAC,https://www.basketball-reference.com/boxscores/pbp/200810310LAC.html,Los Angeles Clippers,Denver Nuggets,LAC,DEN,C. Kaman,N. Hilário,N. Hilário,LAC,DEN,A. Thornton,/players/t/thornal01.html,DEN,LAC,C. Kaman,/players/k/kamanch01.html,N. Hilário,/players/h/hilarne01.html,0.0,22.813754811347426,22.620032585737697,0.8249094052986797,1.0783511112639526,288,65,107,29,182,38,1391.1341640320416,1170.015345273644,0.6656028966186486,0.6031104743099983,213.04644051785496,210.407995428302,1184.2717603672852,1174.4032249901293
200810310POR,https://www.basketball-reference.com/boxscores/pbp/200810310POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,J. Przybilla,T. Duncan,L. Aldridge,POR,SAS,L. Aldridge,/players/a/aldrila01.html,POR,SAS,J. Przybilla,/players/p/przybjo01.html,T. Duncan,/players/d/duncati01.html,1.0,25.32966538400456,25.624290075393162,0.8243589183345704,0.8227118295248027,317,285,161,158,156,129,1773.9377855650491,1702.416765484287,0.6677357406364443,0.6525232983022988,222.7084630904628,242.4681617407041,1294.1828864463353,1300.8519639415906
200811010CHA,https://www.basketball-reference.com/boxscores/pbp/200811010CHA.html,Charlotte Bobcats,Miami Heat,CHA,MIA,E. Okafor,U. Haslem,J. Richardson,CHA,MIA,R. Felton,/players/f/feltora01.html,CHA,MIA,E. Okafor,/players/o/okafoem01.html,U. Haslem,/players/h/hasleud01.html,1.0,22.28705846066394,16.162978867263657,0.8360533796178755,3.9446288169644026,233,7,83,1,150,7,1492.9810359833334,1277.0269446340767,0.6192549321037359,0.6018102963371652,205.43722911488842,342.5935745614745,1156.6866403020306,1176.7788591004626
200811010IND,https://www.basketball-reference.com/boxscores/pbp/200811010IND.html,Indiana Pacers,Boston Celtics,IND,BOS,R. Nesterović,K. Perkins,P. Pierce,IND,BOS,M. Daniels,/players/d/daniema01.html,BOS,IND,R. Nesterović,/players/n/nestera01.html,K. Perkins,/players/p/perkike01.html,0.0,24.39395731356382,22.51511675547063,0.8370113278747779,0.8423806182250034,179,197,93,73,86,126,1058.98268356161,1701.036653923736,0.644880809624441,0.6341592040286739,244.30980993451573,218.13096798711362,1213.6411184862934,1169.0894981406889
200811010ORL,https://www.basketball-reference.com/boxscores/pbp/200811010ORL.html,Orlando Magic,Sacramento Kings,ORL,SAC,D. Howard,S. Hawes,K. Martin,ORL,SAC,J. Nelson,/players/n/nelsoja01.html,SAC,ORL,D. Howard,/players/h/howardw01.html,S. Hawes,/players/h/hawessp01.html,0.0,26.92572567074972,30.56912516660913,0.8432201049913313,6.122743696245837,286,2,176,2,113,1,1835.9582401352245,1891.759361849036,0.6368449023140664,0.5997688249620756,278.6947115806457,325.43025075619545,1364.4893183425584,1209.828502707365
200811010DET,https://www.basketball-reference.com/boxscores/pbp/200811010DET.html,Detroit Pistons,Washington Wizards,DET,WAS,A. Johnson,E. Thomas,R. Hamilton,WAS,DET,C. Butler,/players/b/butleca01.html,DET,WAS,E. Thomas,/players/t/thomaet01.html,A. Johnson,/players/j/johnsam01.html,0.0,30.09319094802009,23.569769571944022,6.457964199231702,1.0587720228324005,2,71,1,33,1,37,1598.9472216362333,1506.0342407329003,0.599798216361519,0.6099810953872827,396.7042551595743,218.5135640607536,1205.2719118545913,1208.0436424253246
200811010NJN,https://www.basketball-reference.com/boxscores/pbp/200811010NJN.html,New Jersey Nets,Golden State Warriors,NJN,GSW,J. Boone,A. Biedriņš,V. Carter,GSW,NJN,A. Harrington,/players/h/harrial01.html,NJN,GSW,A. Biedriņš,/players/b/biedran01.html,J. Boone,/players/b/boonejo01.html,0.0,23.018531872181114,22.0369366337793,1.503482291596459,0.8947423869602856,31,136,13,53,19,83,1345.6963860641367,1273.0000632469914,0.6082097194140162,0.6258699926565456,215.83783671725257,229.46979055179332,1189.6606163161655,1146.5764221764916
200811010MIN,https://www.basketball-reference.com/boxscores/pbp/200811010MIN.html,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,A. Jefferson,E. Dampier,C. Brewer,MIN,DAL,M. Miller,/players/m/millemi01.html,MIN,DAL,A. Jefferson,/players/j/jeffeal01.html,E. Dampier,/players/d/dampier01.html,1.0,23.697018873222646,26.30971165757007,0.9605235027713103,0.8284410861632169,95,614,44,368,51,248,1516.3768553203595,1862.2967807882733,0.6171755166702886,0.7018671834454818,247.608605011042,227.2116488824141,1206.6129601422206,1321.1582402804472
