Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma,Home Lifetime Appearances,Away Lifetime Appearances,Home Tipper Wins,Away Tipper Wins,Home Tipper Losses,Away Tipper Losses,Home Glicko Mu,Away Glicko Mu,Home Glicko Sigma,Away Glicko Sigma,Home Glicko Phi,Away Glicko Phi,Home Elo,Away Elo
201610250POR,https://www.basketball-reference.com/boxscores/pbp/201610250POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,M. Plumlee,R. Gobert,R. Hood,UTA,POR,G. Hill,/players/h/hillge01.html,UTA,POR,R. Gobert,/players/g/goberru01.html,M. Plumlee,/players/p/plumlma01.html,1.0,22.55103420951678,23.7686550175264,0.859354527687059,0.947417484979135,158,97,64,48,94,48,1465.8979511718744,1897.9887337725693,0.6301497443974623,0.6217019438917779,219.3848921262144,224.739971998742,1197.6280541847862,1245.8494819841035
201610250GSW,https://www.basketball-reference.com/boxscores/pbp/201610250GSW.html,Golden State Warriors,San Antonio Spurs,GSW,SAS,Z. Pachulia,P. Gasol,T. Parker,SAS,GSW,L. Aldridge,/players/a/aldrila01.html,SAS,GSW,P. Gasol,/players/g/gasolpa01.html,Z. Pachulia,/players/p/pachuza01.html,1.0,21.15104109138613,24.89166511949295,0.8563908411186149,0.8228589144137645,192,807,70,434,123,374,1518.2727339892804,1560.1259732505212,0.6318544853689395,0.829598121064823,238.25842796225552,250.71502100793168,1125.419680466543,1302.18673642504
201610260IND,https://www.basketball-reference.com/boxscores/pbp/201610260IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,M. Turner,A. Bogut,M. Turner,IND,DAL,T. Young,/players/y/youngth01.html,IND,DAL,M. Turner,/players/t/turnemy01.html,A. Bogut,/players/b/bogutan01.html,1.0,26.820029783169147,24.853796846252983,4.184028594392567,0.8230581878943227,4,607,3,311,1,298,1719.6268655718,1807.0785536887274,0.6006273167739641,0.7024154734056371,242.34845113016442,224.8511760084946,1210.3620075768233,1296.908775204551
201610260ORL,https://www.basketball-reference.com/boxscores/pbp/201610260ORL.html,Orlando Magic,Miami Heat,ORL,MIA,N. Vučević,H. Whiteside,H. Whiteside,MIA,ORL,G. Dragić,/players/d/dragigo01.html,MIA,ORL,H. Whiteside,/players/w/whiteha01.html,N. Vučević,/players/v/vucevni01.html,1.0,22.21115331761018,23.63462733816762,0.8249712063086412,1.0062352008474928,266,84,108,42,158,41,1361.0162820072999,1775.3643305076753,0.6584487604018556,0.6081812867924307,237.50527010161213,222.1395152230973,1186.237712216908,1241.1779037689646
201610260TOR,https://www.basketball-reference.com/boxscores/pbp/201610260TOR.html,Toronto Raptors,Detroit Pistons,TOR,DET,J. Valančiūnas,A. Drummond,K. Caldwell-Pope,DET,TOR,I. Smith,/players/s/smithis01.html,DET,TOR,A. Drummond,/players/d/drumman01.html,J. Valančiūnas,/players/v/valanjo01.html,1.0,21.950752125934844,26.913092267748016,0.8247219876079874,0.8561098410690903,286,257,124,181,163,75,1446.575612379032,1624.8740817979794,0.650162658997854,0.6348128646654845,224.3144111162868,232.2916213024171,1170.3602556740334,1382.8951171146575
201610260BOS,https://www.basketball-reference.com/boxscores/pbp/201610260BOS.html,Boston Celtics,Brooklyn Nets,BOS,BRK,A. Johnson,B. Lopez,J. Crowder,BRK,BOS,J. Lin,/players/l/linje01.html,BOS,BRK,B. Lopez,/players/l/lopezbr01.html,A. Johnson,/players/j/johnsam01.html,0.0,22.731957293382404,25.543233556530915,0.8391983573756737,0.8327232975725106,177,447,81,244,97,203,1486.1549972866133,1810.225942834137,0.6351510053930333,0.6938532401365196,228.2896867264147,244.00836349591225,1196.7979545811465,1334.803328947498
201610260MIL,https://www.basketball-reference.com/boxscores/pbp/201610260MIL.html,Milwaukee Bucks,Charlotte Hornets,MIL,CHO,Miles Plumlee,Miles Plumlee,Michael Kidd-Gilchrist,MIL,CHO,,,CHO,MIL,Miles Plumlee,/players/p/plumlmi01.html,Miles Plumlee,/players/p/plumlmi01.html,0.0,21.920341674194407,21.920341674194407,0.9142152700246126,0.9142152700246126,119,119,46,47,74,74,1384.7521938800394,1384.7521938800394,0.6160639076655929,0.6160639076655929,210.5338711710503,210.5338711710503,1178.4711472028796,1178.4711472028796
201610260NOP,https://www.basketball-reference.com/boxscores/pbp/201610260NOP.html,New Orleans Pelicans,Denver Nuggets,NOP,DEN,A. Davis,J. Nurkić,J. Nurkić,DEN,NOP,E. Mudiay,/players/m/mudiaem01.html,DEN,NOP,J. Nurkić,/players/n/nurkiju01.html,A. Davis,/players/d/davisan02.html,1.0,23.893005588305186,22.61504453176749,0.837632617236477,1.5860806112790165,202,28,97,12,105,15,1819.8442928026682,1655.5158765262015,0.6315817419884681,0.6101689492684574,214.13081105586468,237.3564316209661,1252.1810636939695,1200.7378279463096
201610260MEM,https://www.basketball-reference.com/boxscores/pbp/201610260MEM.html,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,M. Gasol,K. Towns,A. Wiggins,MIN,MEM,G. Dieng,/players/d/dienggo01.html,MIN,MEM,K. Towns,/players/t/townska01.html,M. Gasol,/players/g/gasolma01.html,1.0,25.96319925976116,22.28149290184328,0.835089788531839,1.0253658208286205,600,83,375,36,226,47,1935.4143863180307,1518.0195010145205,0.7374079903102327,0.6099523737801452,272.9275472094954,229.9018671695531,1342.5656254938126,1195.0454273183302
201610260PHI,https://www.basketball-reference.com/boxscores/pbp/201610260PHI.html,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,J. Embiid,S. Adams,G. Henderson,OKC,PHI,V. Oladipo,/players/o/oladivi01.html,PHI,OKC,S. Adams,/players/a/adamsst01.html,J. Embiid,/players/e/embiijo01.html,0.0,25.0,27.156664758416174,8.333333333333334,0.8821604952372495,1,168,0,120,1,48,1500.0,1817.6354052923887,0.6,0.6278481653282321,500.0,212.29091842200455,1200.0,1359.2162011189348
201610260PHO,https://www.basketball-reference.com/boxscores/pbp/201610260PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,T. Chandler,K. Koufos,T. Lawson,SAC,PHO,D. Cousins,/players/c/couside01.html,SAC,PHO,K. Koufos,/players/k/koufoko01.html,T. Chandler,/players/c/chandty01.html,1.0,24.59666561475728,25.84109833525878,0.8195638338992663,0.8741509016606118,822,155,469,96,353,58,1723.4931358193014,1718.8555314869095,0.7598575262303218,0.6262050210274916,250.82087364688442,214.5639191348665,1284.665672076953,1329.313306199879
201610260LAL,https://www.basketball-reference.com/boxscores/pbp/201610260LAL.html,Los Angeles Lakers,Houston Rockets,LAL,HOU,T. Mozgov,C. Capela,R. Anderson,HOU,LAL,E. Gordon,/players/g/gordoer01.html,HOU,LAL,C. Capela,/players/c/capelca01.html,T. Mozgov,/players/m/mozgoti01.html,1.0,22.619673041432197,24.888405494374386,0.8266789309441019,2.6326840804738567,228,12,104,7,124,4,1154.8575745597009,1564.078515888309,0.6688971938950725,0.6032188857746102,227.175083623818,235.93033128393486,1194.320708436771,1213.0659759309774
201610270ATL,https://www.basketball-reference.com/boxscores/pbp/201610270ATL.html,Atlanta Hawks,Washington Wizards,ATL,WAS,D. Howard,M. Gortat,B. Beal,WAS,ATL,J. Wall,/players/w/walljo01.html,WAS,ATL,M. Gortat,/players/g/gortama01.html,D. Howard,/players/h/howardw01.html,1.0,26.33475522453796,24.869578185213438,0.8225612257125811,0.8278431559743243,902,394,584,217,321,176,1697.1041030029176,1591.731165610574,0.7890752368805336,0.6623880417108268,238.16617112761745,228.47454715551294,1352.2167906884972,1295.679658610603
